,Animal,Day,Experimental condition,Stimulus class,Stimulus orientation,Frame,Width
672,Naive,D1,Tuning,,300,21,45
673,Naive,D1,Tuning,,300,22,47
674,Naive,D1,Tuning,,300,23,44
675,Naive,D1,Tuning,,300,24,38
676,Naive,D1,Tuning,,300,25,44
677,Naive,D1,Tuning,,300,26,28
678,Naive,D1,Tuning,,300,27,37
679,Naive,D1,Tuning,,300,28,38
680,Naive,D1,Tuning,,300,29,17
681,Naive,D1,Tuning,,300,30,36
682,Naive,D1,Tuning,,330,0,38
683,Naive,D1,Tuning,,330,1,45
684,Naive,D1,Tuning,,330,2,59
685,Naive,D1,Tuning,,330,3,58
686,Naive,D1,Tuning,,330,4,54
687,Naive,D1,Tuning,,330,5,53
688,Naive,D1,Tuning,,330,6,51
689,Naive,D1,Tuning,,330,7,55
690,Naive,D1,Tuning,,330,8,56
691,Naive,D1,Tuning,,330,9,62
692,Naive,D1,Tuning,,330,10,52
693,Naive,D1,Tuning,,330,11,59
694,Naive,D1,Tuning,,330,12,52
695,Naive,D1,Tuning,,330,13,65
696,Naive,D1,Tuning,,330,14,59
697,Naive,D1,Tuning,,330,15,53
698,Naive,D1,Tuning,,330,16,54
699,Naive,D1,Tuning,,330,17,60
700,Naive,D1,Tuning,,330,18,49
701,Naive,D1,Tuning,,330,19,51
702,Naive,D1,Tuning,,330,20,61
703,Naive,D1,Tuning,,330,21,58
704,Naive,D1,Tuning,,330,22,55
705,Naive,D1,Tuning,,330,23,51
706,Naive,D1,Tuning,,330,24,50
707,Naive,D1,Tuning,,330,25,67
708,Naive,D1,Tuning,,330,27,38
709,Naive,D1,Tuning,,330,28,28
710,Naive,D1,Tuning,,330,29,20
711,Naive,D1,Tuning,,330,30,55
712,Naive,D2,Tuning,,0,0,45
713,Naive,D2,Tuning,,0,1,23
714,Naive,D2,Tuning,,0,2,23
715,Naive,D2,Tuning,,0,3,37
716,Naive,D2,Tuning,,0,4,28
717,Naive,D2,Tuning,,0,5,39
718,Naive,D2,Tuning,,0,6,41
719,Naive,D2,Tuning,,0,7,42
720,Naive,D2,Tuning,,0,8,43
721,Naive,D2,Tuning,,0,9,31
722,Naive,D2,Tuning,,0,10,35
723,Naive,D2,Tuning,,0,11,30
724,Naive,D2,Tuning,,0,12,38
725,Naive,D2,Tuning,,0,13,59
726,Naive,D2,Tuning,,0,14,54
727,Naive,D2,Tuning,,0,15,48
728,Naive,D2,Tuning,,0,16,42
729,Naive,D2,Tuning,,0,17,38
730,Naive,D2,Tuning,,0,18,37
731,Naive,D2,Tuning,,0,19,29
732,Naive,D2,Tuning,,0,20,45
733,Naive,D2,Tuning,,0,21,46
734,Naive,D2,Tuning,,0,22,43
735,Naive,D2,Tuning,,0,23,40
736,Naive,D2,Tuning,,0,24,24
737,Naive,D2,Tuning,,0,25,23
738,Naive,D2,Tuning,,0,26,28
739,Naive,D2,Tuning,,0,27,31
740,Naive,D2,Tuning,,0,28,17
741,Naive,D2,Tuning,,0,29,24
742,Naive,D2,Tuning,,0,30,24
743,Naive,D2,Tuning,,30,0,40
744,Naive,D2,Tuning,,30,1,61
745,Naive,D2,Tuning,,30,2,55
746,Naive,D2,Tuning,,30,3,62
747,Naive,D2,Tuning,,30,4,62
748,Naive,D2,Tuning,,30,5,61
749,Naive,D2,Tuning,,30,6,64
750,Naive,D2,Tuning,,30,7,49
751,Naive,D2,Tuning,,30,8,64
752,Naive,D2,Tuning,,30,9,59
753,Naive,D2,Tuning,,30,10,62
754,Naive,D2,Tuning,,30,11,66
755,Naive,D2,Tuning,,30,12,58
756,Naive,D2,Tuning,,30,13,57
757,Naive,D2,Tuning,,30,14,61
758,Naive,D2,Tuning,,30,15,64
759,Naive,D2,Tuning,,30,16,65
760,Naive,D2,Tuning,,30,17,66
761,Naive,D2,Tuning,,30,18,59
762,Naive,D2,Tuning,,30,19,58
763,Naive,D2,Tuning,,30,20,59
764,Naive,D2,Tuning,,30,21,60
765,Naive,D2,Tuning,,30,22,61
766,Naive,D2,Tuning,,30,23,37
767,Naive,D2,Tuning,,30,24,67
768,Naive,D2,Tuning,,30,26,19
769,Naive,D2,Tuning,,30,27,23
770,Naive,D2,Tuning,,30,29,16
771,Naive,D2,Tuning,,30,30,24
772,Naive,D2,Tuning,,60,0,49
773,Naive,D2,Tuning,,60,1,32
774,Naive,D2,Tuning,,60,2,44
775,Naive,D2,Tuning,,60,3,43
776,Naive,D2,Tuning,,60,4,52
777,Naive,D2,Tuning,,60,5,55
778,Naive,D2,Tuning,,60,6,54
779,Naive,D2,Tuning,,60,7,44
780,Naive,D2,Tuning,,60,8,42
781,Naive,D2,Tuning,,60,9,49
782,Naive,D2,Tuning,,60,10,43
783,Naive,D2,Tuning,,60,11,42
784,Naive,D2,Tuning,,60,12,50
785,Naive,D2,Tuning,,60,13,57
786,Naive,D2,Tuning,,60,14,48
787,Naive,D2,Tuning,,60,15,57
788,Naive,D2,Tuning,,60,16,39
789,Naive,D2,Tuning,,60,17,53
790,Naive,D2,Tuning,,60,18,41
791,Naive,D2,Tuning,,60,19,47
792,Naive,D2,Tuning,,60,20,45
793,Naive,D2,Tuning,,60,21,47
794,Naive,D2,Tuning,,60,22,36
795,Naive,D2,Tuning,,60,23,28
796,Naive,D2,Tuning,,60,24,52
797,Naive,D2,Tuning,,60,25,52
798,Naive,D2,Tuning,,60,30,17
799,Naive,D2,Tuning,,90,0,48
800,Naive,D2,Tuning,,90,1,30
801,Naive,D2,Tuning,,90,2,40
802,Naive,D2,Tuning,,90,3,39
803,Naive,D2,Tuning,,90,4,41
804,Naive,D2,Tuning,,90,5,36
805,Naive,D2,Tuning,,90,6,44
806,Naive,D2,Tuning,,90,7,44
807,Naive,D2,Tuning,,90,8,48
808,Naive,D2,Tuning,,90,9,49
809,Naive,D2,Tuning,,90,10,45
810,Naive,D2,Tuning,,90,11,26
811,Naive,D2,Tuning,,90,12,36
812,Naive,D2,Tuning,,90,13,36
813,Naive,D2,Tuning,,90,14,44
814,Naive,D2,Tuning,,90,15,47
815,Naive,D2,Tuning,,90,16,45
816,Naive,D2,Tuning,,90,17,50
817,Naive,D2,Tuning,,90,18,42
818,Naive,D2,Tuning,,90,19,41
819,Naive,D2,Tuning,,90,20,37
820,Naive,D2,Tuning,,90,21,43
821,Naive,D2,Tuning,,90,22,37
822,Naive,D2,Tuning,,90,23,43
823,Naive,D2,Tuning,,90,24,40
824,Naive,D2,Tuning,,90,25,28
825,Naive,D2,Tuning,,90,27,16
826,Naive,D2,Tuning,,120,0,38
827,Naive,D2,Tuning,,120,1,26
828,Naive,D2,Tuning,,120,2,32
829,Naive,D2,Tuning,,120,3,36
830,Naive,D2,Tuning,,120,4,40
831,Naive,D2,Tuning,,120,5,37
832,Naive,D2,Tuning,,120,6,35
833,Naive,D2,Tuning,,120,7,48
834,Naive,D2,Tuning,,120,8,42
835,Naive,D2,Tuning,,120,9,43
836,Naive,D2,Tuning,,120,10,47
837,Naive,D2,Tuning,,120,11,35
838,Naive,D2,Tuning,,120,12,42
839,Naive,D2,Tuning,,120,13,36
840,Naive,D2,Tuning,,120,14,39
841,Naive,D2,Tuning,,120,15,33
842,Naive,D2,Tuning,,120,16,41
843,Naive,D2,Tuning,,120,17,47
844,Naive,D2,Tuning,,120,18,39
845,Naive,D2,Tuning,,120,19,35
846,Naive,D2,Tuning,,120,20,40
847,Naive,D2,Tuning,,120,21,41
848,Naive,D2,Tuning,,120,22,37
849,Naive,D2,Tuning,,120,23,45
850,Naive,D2,Tuning,,120,24,45
851,Naive,D2,Tuning,,120,27,23
852,Naive,D2,Tuning,,120,28,17
853,Naive,D2,Tuning,,120,30,22
854,Naive,D2,Tuning,,150,0,33
855,Naive,D2,Tuning,,150,1,42
856,Naive,D2,Tuning,,150,2,47
857,Naive,D2,Tuning,,150,3,47
858,Naive,D2,Tuning,,150,4,52
859,Naive,D2,Tuning,,150,5,53
860,Naive,D2,Tuning,,150,6,60
861,Naive,D2,Tuning,,150,7,64
862,Naive,D2,Tuning,,150,8,46
863,Naive,D2,Tuning,,150,9,56
864,Naive,D2,Tuning,,150,10,49
865,Naive,D2,Tuning,,150,11,60
866,Naive,D2,Tuning,,150,12,65
867,Naive,D2,Tuning,,150,13,48
868,Naive,D2,Tuning,,150,14,57
869,Naive,D2,Tuning,,150,15,56
870,Naive,D2,Tuning,,150,16,45
871,Naive,D2,Tuning,,150,17,54
872,Naive,D2,Tuning,,150,18,45
873,Naive,D2,Tuning,,150,19,46
874,Naive,D2,Tuning,,150,20,66
875,Naive,D2,Tuning,,150,21,56
876,Naive,D2,Tuning,,150,22,59
877,Naive,D2,Tuning,,150,24,48
878,Naive,D2,Tuning,,150,25,62
879,Naive,D2,Tuning,,150,26,28
880,Naive,D2,Tuning,,150,27,52
881,Naive,D2,Tuning,,150,28,80
882,Naive,D2,Tuning,,150,30,18
883,Naive,D2,Tuning,,180,0,29
884,Naive,D2,Tuning,,180,1,28
885,Naive,D2,Tuning,,180,3,45
886,Naive,D2,Tuning,,180,4,42
887,Naive,D2,Tuning,,180,5,35
888,Naive,D2,Tuning,,180,6,38
889,Naive,D2,Tuning,,180,7,41
890,Naive,D2,Tuning,,180,8,37
891,Naive,D2,Tuning,,180,9,41
892,Naive,D2,Tuning,,180,10,38
893,Naive,D2,Tuning,,180,11,45
894,Naive,D2,Tuning,,180,12,46
895,Naive,D2,Tuning,,180,13,43
896,Naive,D2,Tuning,,180,14,42
897,Naive,D2,Tuning,,180,15,39
898,Naive,D2,Tuning,,180,16,38
899,Naive,D2,Tuning,,180,17,28
900,Naive,D2,Tuning,,180,18,34
901,Naive,D2,Tuning,,180,19,47
902,Naive,D2,Tuning,,180,20,44
903,Naive,D2,Tuning,,180,21,41
904,Naive,D2,Tuning,,180,22,31
905,Naive,D2,Tuning,,180,24,26
906,Naive,D2,Tuning,,180,26,25
907,Naive,D2,Tuning,,180,27,31
908,Naive,D2,Tuning,,180,28,26
909,Naive,D2,Tuning,,180,29,37
910,Naive,D2,Tuning,,180,30,32
911,Naive,D2,Tuning,,210,0,57
912,Naive,D2,Tuning,,210,1,59
913,Naive,D2,Tuning,,210,2,55
914,Naive,D2,Tuning,,210,3,42
915,Naive,D2,Tuning,,210,4,46
916,Naive,D2,Tuning,,210,5,44
917,Naive,D2,Tuning,,210,6,51
918,Naive,D2,Tuning,,210,7,64
919,Naive,D2,Tuning,,210,8,62
920,Naive,D2,Tuning,,210,9,54
921,Naive,D2,Tuning,,210,10,49
922,Naive,D2,Tuning,,210,11,44
923,Naive,D2,Tuning,,210,12,42
924,Naive,D2,Tuning,,210,13,49
925,Naive,D2,Tuning,,210,14,66
926,Naive,D2,Tuning,,210,15,65
927,Naive,D2,Tuning,,210,16,63
928,Naive,D2,Tuning,,210,17,51
929,Naive,D2,Tuning,,210,18,37
930,Naive,D2,Tuning,,210,19,55
931,Naive,D2,Tuning,,210,20,59
932,Naive,D2,Tuning,,210,21,65
933,Naive,D2,Tuning,,210,22,57
934,Naive,D2,Tuning,,210,23,52
935,Naive,D2,Tuning,,210,24,52
936,Naive,D2,Tuning,,210,25,37
937,Naive,D2,Tuning,,210,26,24
938,Naive,D2,Tuning,,210,28,35
939,Naive,D2,Tuning,,210,29,14
940,Naive,D2,Tuning,,240,0,50
941,Naive,D2,Tuning,,240,1,44
942,Naive,D2,Tuning,,240,2,38
943,Naive,D2,Tuning,,240,3,39
944,Naive,D2,Tuning,,240,4,43
945,Naive,D2,Tuning,,240,5,46
946,Naive,D2,Tuning,,240,6,44
947,Naive,D2,Tuning,,240,7,53
948,Naive,D2,Tuning,,240,8,53
949,Naive,D2,Tuning,,240,9,57
950,Naive,D2,Tuning,,240,10,36
951,Naive,D2,Tuning,,240,11,41
952,Naive,D2,Tuning,,240,12,58
953,Naive,D2,Tuning,,240,13,31
954,Naive,D2,Tuning,,240,14,55
955,Naive,D2,Tuning,,240,15,50
956,Naive,D2,Tuning,,240,16,46
957,Naive,D2,Tuning,,240,17,33
958,Naive,D2,Tuning,,240,18,45
959,Naive,D2,Tuning,,240,19,41
960,Naive,D2,Tuning,,240,20,48
961,Naive,D2,Tuning,,240,21,56
962,Naive,D2,Tuning,,240,22,49
963,Naive,D2,Tuning,,240,23,57
964,Naive,D2,Tuning,,240,24,40
965,Naive,D2,Tuning,,240,25,20
966,Naive,D2,Tuning,,240,26,37
967,Naive,D2,Tuning,,240,28,31
968,Naive,D2,Tuning,,240,29,16
969,Naive,D2,Tuning,,270,0,30
970,Naive,D2,Tuning,,270,1,49
971,Naive,D2,Tuning,,270,2,51
972,Naive,D2,Tuning,,270,3,47
973,Naive,D2,Tuning,,270,4,54
974,Naive,D2,Tuning,,270,5,50
975,Naive,D2,Tuning,,270,6,52
976,Naive,D2,Tuning,,270,7,56
977,Naive,D2,Tuning,,270,8,47
978,Naive,D2,Tuning,,270,9,47
979,Naive,D2,Tuning,,270,10,46
980,Naive,D2,Tuning,,270,11,43
981,Naive,D2,Tuning,,270,12,45
982,Naive,D2,Tuning,,270,13,53
983,Naive,D2,Tuning,,270,14,50
984,Naive,D2,Tuning,,270,15,51
985,Naive,D2,Tuning,,270,16,52
986,Naive,D2,Tuning,,270,17,41
987,Naive,D2,Tuning,,270,18,52
988,Naive,D2,Tuning,,270,19,54
989,Naive,D2,Tuning,,270,20,46
990,Naive,D2,Tuning,,270,21,39
991,Naive,D2,Tuning,,270,22,50
992,Naive,D2,Tuning,,270,23,47
993,Naive,D2,Tuning,,270,24,38
994,Naive,D2,Tuning,,270,25,64
995,Naive,D2,Tuning,,270,26,41
996,Naive,D2,Tuning,,270,27,36
997,Naive,D2,Tuning,,270,28,22
998,Naive,D2,Tuning,,270,29,35
999,Naive,D2,Tuning,,270,30,28
1000,Naive,D2,Tuning,,300,0,39
1001,Naive,D2,Tuning,,300,1,44
1002,Naive,D2,Tuning,,300,2,46
1003,Naive,D2,Tuning,,300,3,47
1004,Naive,D2,Tuning,,300,4,51
1005,Naive,D2,Tuning,,300,5,45
1006,Naive,D2,Tuning,,300,6,65
1007,Naive,D2,Tuning,,300,7,47
1008,Naive,D2,Tuning,,300,8,39
1009,Naive,D2,Tuning,,300,9,44
1010,Naive,D2,Tuning,,300,10,46
1011,Naive,D2,Tuning,,300,11,51
1012,Naive,D2,Tuning,,300,12,46
1013,Naive,D2,Tuning,,300,13,42
1014,Naive,D2,Tuning,,300,14,40
1015,Naive,D2,Tuning,,300,15,50
1016,Naive,D2,Tuning,,300,16,49
1017,Naive,D2,Tuning,,300,17,46
1018,Naive,D2,Tuning,,300,18,43
1019,Naive,D2,Tuning,,300,19,52
1020,Naive,D2,Tuning,,300,20,47
1021,Naive,D2,Tuning,,300,21,53
1022,Naive,D2,Tuning,,300,22,36
1023,Naive,D2,Tuning,,300,23,46
1024,Naive,D2,Tuning,,300,24,53
1025,Naive,D2,Tuning,,300,25,37
1026,Naive,D2,Tuning,,300,26,35
1027,Naive,D2,Tuning,,300,27,40
1028,Naive,D2,Tuning,,300,28,26
1029,Naive,D2,Tuning,,300,29,20
1030,Naive,D2,Tuning,,300,30,20
1031,Naive,D2,Tuning,,330,0,44
1032,Naive,D2,Tuning,,330,1,39
1033,Naive,D2,Tuning,,330,2,54
1034,Naive,D2,Tuning,,330,3,62
1035,Naive,D2,Tuning,,330,4,67
1036,Naive,D2,Tuning,,330,5,64
1037,Naive,D2,Tuning,,330,6,63
1038,Naive,D2,Tuning,,330,7,59
1039,Naive,D2,Tuning,,330,8,53
1040,Naive,D2,Tuning,,330,9,55
1041,Naive,D2,Tuning,,330,10,61
1042,Naive,D2,Tuning,,330,11,53
1043,Naive,D2,Tuning,,330,12,64
1044,Naive,D2,Tuning,,330,13,60
1045,Naive,D2,Tuning,,330,14,54
1046,Naive,D2,Tuning,,330,15,58
1047,Naive,D2,Tuning,,330,16,53
1048,Naive,D2,Tuning,,330,17,47
1049,Naive,D2,Tuning,,330,18,67
1050,Naive,D2,Tuning,,330,19,54
1051,Naive,D2,Tuning,,330,20,59
1052,Naive,D2,Tuning,,330,21,63
1053,Naive,D2,Tuning,,330,22,39
1054,Naive,D2,Tuning,,330,23,61
1055,Naive,D2,Tuning,,330,24,47
1056,Naive,D2,Tuning,,330,25,28
1057,Naive,D2,Tuning,,330,27,44
1058,Naive,D2,Tuning,,330,29,52
1059,Naive,D3,Tuning,,0,0,24
1060,Naive,D3,Tuning,,0,1,19
1061,Naive,D3,Tuning,,0,2,30
1062,Naive,D3,Tuning,,0,3,32
1063,Naive,D3,Tuning,,0,4,49
1064,Naive,D3,Tuning,,0,5,43
1065,Naive,D3,Tuning,,0,6,46
1066,Naive,D3,Tuning,,0,7,39
1067,Naive,D3,Tuning,,0,8,48
1068,Naive,D3,Tuning,,0,9,39
1069,Naive,D3,Tuning,,0,10,41
1070,Naive,D3,Tuning,,0,11,53
1071,Naive,D3,Tuning,,0,12,43
1072,Naive,D3,Tuning,,0,13,56
1073,Naive,D3,Tuning,,0,14,48
1074,Naive,D3,Tuning,,0,15,50
1075,Naive,D3,Tuning,,0,16,42
1076,Naive,D3,Tuning,,0,17,33
1077,Naive,D3,Tuning,,0,18,36
1078,Naive,D3,Tuning,,0,19,30
1079,Naive,D3,Tuning,,0,20,46
1080,Naive,D3,Tuning,,0,21,49
1081,Naive,D3,Tuning,,0,22,47
1082,Naive,D3,Tuning,,0,23,55
1083,Naive,D3,Tuning,,0,24,52
1084,Naive,D3,Tuning,,0,25,23
1085,Naive,D3,Tuning,,0,26,65
1086,Naive,D3,Tuning,,0,27,16
1087,Naive,D3,Tuning,,0,28,22
1088,Naive,D3,Tuning,,0,29,19
1089,Naive,D3,Tuning,,0,30,42
1090,Naive,D3,Tuning,,30,0,27
1091,Naive,D3,Tuning,,30,1,38
1092,Naive,D3,Tuning,,30,2,30
1093,Naive,D3,Tuning,,30,3,61
1094,Naive,D3,Tuning,,30,4,59
1095,Naive,D3,Tuning,,30,5,60
1096,Naive,D3,Tuning,,30,6,59
1097,Naive,D3,Tuning,,30,8,67
1098,Naive,D3,Tuning,,30,9,64
1099,Naive,D3,Tuning,,30,10,76
1100,Naive,D3,Tuning,,30,12,58
1101,Naive,D3,Tuning,,30,13,67
1102,Naive,D3,Tuning,,30,15,58
1103,Naive,D3,Tuning,,30,16,48
1104,Naive,D3,Tuning,,30,17,58
1105,Naive,D3,Tuning,,30,18,59
1106,Naive,D3,Tuning,,30,19,62
1107,Naive,D3,Tuning,,30,20,65
1108,Naive,D3,Tuning,,30,21,48
1109,Naive,D3,Tuning,,30,22,64
1110,Naive,D3,Tuning,,30,23,60
1111,Naive,D3,Tuning,,30,24,57
1112,Naive,D3,Tuning,,30,25,37
1113,Naive,D3,Tuning,,30,27,15
1114,Naive,D3,Tuning,,60,0,23
1115,Naive,D3,Tuning,,60,1,38
1116,Naive,D3,Tuning,,60,2,52
1117,Naive,D3,Tuning,,60,3,40
1118,Naive,D3,Tuning,,60,4,41
1119,Naive,D3,Tuning,,60,5,45
1120,Naive,D3,Tuning,,60,6,42
1121,Naive,D3,Tuning,,60,7,35
1122,Naive,D3,Tuning,,60,8,48
1123,Naive,D3,Tuning,,60,9,39
1124,Naive,D3,Tuning,,60,10,45
1125,Naive,D3,Tuning,,60,11,45
1126,Naive,D3,Tuning,,60,12,36
1127,Naive,D3,Tuning,,60,13,45
1128,Naive,D3,Tuning,,60,14,45
1129,Naive,D3,Tuning,,60,15,57
1130,Naive,D3,Tuning,,60,16,38
1131,Naive,D3,Tuning,,60,17,42
1132,Naive,D3,Tuning,,60,18,57
1133,Naive,D3,Tuning,,60,19,32
1134,Naive,D3,Tuning,,60,20,45
1135,Naive,D3,Tuning,,60,21,46
1136,Naive,D3,Tuning,,60,22,41
1137,Naive,D3,Tuning,,60,23,39
1138,Naive,D3,Tuning,,60,24,61
1139,Naive,D3,Tuning,,60,25,40
1140,Naive,D3,Tuning,,90,0,21
1141,Naive,D3,Tuning,,90,1,33
1142,Naive,D3,Tuning,,90,2,43
1143,Naive,D3,Tuning,,90,3,48
1144,Naive,D3,Tuning,,90,4,47
1145,Naive,D3,Tuning,,90,5,50
1146,Naive,D3,Tuning,,90,6,57
1147,Naive,D3,Tuning,,90,7,54
1148,Naive,D3,Tuning,,90,8,50
1149,Naive,D3,Tuning,,90,9,54
1150,Naive,D3,Tuning,,90,10,47
1151,Naive,D3,Tuning,,90,11,53
1152,Naive,D3,Tuning,,90,12,48
1153,Naive,D3,Tuning,,90,13,31
1154,Naive,D3,Tuning,,90,14,46
1155,Naive,D3,Tuning,,90,15,41
1156,Naive,D3,Tuning,,90,16,58
1157,Naive,D3,Tuning,,90,17,47
1158,Naive,D3,Tuning,,90,18,27
1159,Naive,D3,Tuning,,90,19,38
1160,Naive,D3,Tuning,,90,20,28
1161,Naive,D3,Tuning,,90,21,31
1162,Naive,D3,Tuning,,90,22,46
1163,Naive,D3,Tuning,,90,23,45
1164,Naive,D3,Tuning,,90,25,56
1165,Naive,D3,Tuning,,90,26,28
1166,Naive,D3,Tuning,,120,3,38
1167,Naive,D3,Tuning,,120,4,38
1168,Naive,D3,Tuning,,120,5,35
1169,Naive,D3,Tuning,,120,6,43
1170,Naive,D3,Tuning,,120,7,42
1171,Naive,D3,Tuning,,120,8,34
1172,Naive,D3,Tuning,,120,9,56
1173,Naive,D3,Tuning,,120,10,51
1174,Naive,D3,Tuning,,120,11,35
1175,Naive,D3,Tuning,,120,12,41
1176,Naive,D3,Tuning,,120,13,43
1177,Naive,D3,Tuning,,120,14,44
1178,Naive,D3,Tuning,,120,15,39
1179,Naive,D3,Tuning,,120,16,40
1180,Naive,D3,Tuning,,120,17,57
1181,Naive,D3,Tuning,,120,18,56
1182,Naive,D3,Tuning,,120,19,43
1183,Naive,D3,Tuning,,120,20,38
1184,Naive,D3,Tuning,,120,21,28
1185,Naive,D3,Tuning,,120,22,43
1186,Naive,D3,Tuning,,120,23,37
1187,Naive,D3,Tuning,,120,25,35
1188,Naive,D3,Tuning,,120,26,32
1189,Naive,D3,Tuning,,120,28,34
1190,Naive,D3,Tuning,,150,0,20
1191,Naive,D3,Tuning,,150,1,53
1192,Naive,D3,Tuning,,150,2,50
1193,Naive,D3,Tuning,,150,3,56
1194,Naive,D3,Tuning,,150,4,69
1195,Naive,D3,Tuning,,150,5,65
1196,Naive,D3,Tuning,,150,6,52
1197,Naive,D3,Tuning,,150,7,66
1198,Naive,D3,Tuning,,150,8,67
1199,Naive,D3,Tuning,,150,9,50
1200,Naive,D3,Tuning,,150,10,65
1201,Naive,D3,Tuning,,150,11,78
1202,Naive,D3,Tuning,,150,12,53
1203,Naive,D3,Tuning,,150,13,68
1204,Naive,D3,Tuning,,150,14,60
1205,Naive,D3,Tuning,,150,15,58
1206,Naive,D3,Tuning,,150,16,68
1207,Naive,D3,Tuning,,150,17,60
1208,Naive,D3,Tuning,,150,19,56
1209,Naive,D3,Tuning,,150,20,67
1210,Naive,D3,Tuning,,150,21,65
1211,Naive,D3,Tuning,,150,22,63
1212,Naive,D3,Tuning,,150,23,49
1213,Naive,D3,Tuning,,150,24,43
1214,Naive,D3,Tuning,,150,25,41
1215,Naive,D3,Tuning,,150,26,20
1216,Naive,D3,Tuning,,150,27,18
1217,Naive,D3,Tuning,,150,28,15
1218,Naive,D3,Tuning,,150,30,17
1219,Naive,D3,Tuning,,180,0,58
1220,Naive,D3,Tuning,,180,1,44
1221,Naive,D3,Tuning,,180,2,34
1222,Naive,D3,Tuning,,180,3,36
1223,Naive,D3,Tuning,,180,4,34
1224,Naive,D3,Tuning,,180,5,45
1225,Naive,D3,Tuning,,180,6,31
1226,Naive,D3,Tuning,,180,7,38
1227,Naive,D3,Tuning,,180,8,27
1228,Naive,D3,Tuning,,180,9,33
1229,Naive,D3,Tuning,,180,10,40
1230,Naive,D3,Tuning,,180,12,43
1231,Naive,D3,Tuning,,180,13,49
1232,Naive,D3,Tuning,,180,14,37
1233,Naive,D3,Tuning,,180,15,36
1234,Naive,D3,Tuning,,180,16,26
1235,Naive,D3,Tuning,,180,17,37
1236,Naive,D3,Tuning,,180,18,52
1237,Naive,D3,Tuning,,180,19,38
1238,Naive,D3,Tuning,,180,20,48
1239,Naive,D3,Tuning,,180,21,30
1240,Naive,D3,Tuning,,180,22,42
1241,Naive,D3,Tuning,,180,23,44
1242,Naive,D3,Tuning,,180,25,31
1243,Naive,D3,Tuning,,180,26,31
1244,Naive,D3,Tuning,,180,27,25
1245,Naive,D3,Tuning,,210,0,37
1246,Naive,D3,Tuning,,210,1,20
1247,Naive,D3,Tuning,,210,3,30
1248,Naive,D3,Tuning,,210,4,52
1249,Naive,D3,Tuning,,210,5,68
1250,Naive,D3,Tuning,,210,6,67
1251,Naive,D3,Tuning,,210,7,63
1252,Naive,D3,Tuning,,210,8,66
1253,Naive,D3,Tuning,,210,9,24
1254,Naive,D3,Tuning,,210,10,48
1255,Naive,D3,Tuning,,210,11,49
1256,Naive,D3,Tuning,,210,12,55
1257,Naive,D3,Tuning,,210,13,60
1258,Naive,D3,Tuning,,210,14,65
1259,Naive,D3,Tuning,,210,15,57
1260,Naive,D3,Tuning,,210,16,49
1261,Naive,D3,Tuning,,210,17,32
1262,Naive,D3,Tuning,,210,18,53
1263,Naive,D3,Tuning,,210,20,67
1264,Naive,D3,Tuning,,210,21,49
1265,Naive,D3,Tuning,,210,22,48
1266,Naive,D3,Tuning,,210,23,77
1267,Naive,D3,Tuning,,210,24,33
1268,Naive,D3,Tuning,,210,26,18
1269,Naive,D3,Tuning,,210,28,16
1270,Naive,D3,Tuning,,210,29,25
1271,Naive,D3,Tuning,,240,0,17
1272,Naive,D3,Tuning,,240,1,32
1273,Naive,D3,Tuning,,240,2,29
1274,Naive,D3,Tuning,,240,3,27
1275,Naive,D3,Tuning,,240,4,29
1276,Naive,D3,Tuning,,240,5,48
1277,Naive,D3,Tuning,,240,6,24
1278,Naive,D3,Tuning,,240,7,46
1279,Naive,D3,Tuning,,240,8,44
1280,Naive,D3,Tuning,,240,9,43
1281,Naive,D3,Tuning,,240,10,33
1282,Naive,D3,Tuning,,240,11,32
1283,Naive,D3,Tuning,,240,12,45
1284,Naive,D3,Tuning,,240,13,35
1285,Naive,D3,Tuning,,240,14,39
1286,Naive,D3,Tuning,,240,15,32
1287,Naive,D3,Tuning,,240,16,25
1288,Naive,D3,Tuning,,240,17,23
1289,Naive,D3,Tuning,,240,18,26
1290,Naive,D3,Tuning,,240,19,43
1291,Naive,D3,Tuning,,240,20,25
1292,Naive,D3,Tuning,,240,21,41
1293,Naive,D3,Tuning,,240,22,40
1294,Naive,D3,Tuning,,240,23,40
1295,Naive,D3,Tuning,,240,24,31
1296,Naive,D3,Tuning,,240,28,15
1297,Naive,D3,Tuning,,240,29,14
1298,Naive,D3,Tuning,,240,30,12
1299,Naive,D3,Tuning,,270,0,18
1300,Naive,D3,Tuning,,270,1,25
1301,Naive,D3,Tuning,,270,2,46
1302,Naive,D3,Tuning,,270,3,55
1303,Naive,D3,Tuning,,270,4,57
1304,Naive,D3,Tuning,,270,5,56
1305,Naive,D3,Tuning,,270,6,63
1306,Naive,D3,Tuning,,270,7,61
1307,Naive,D3,Tuning,,270,8,37
1308,Naive,D3,Tuning,,270,9,53
1309,Naive,D3,Tuning,,270,10,51
1310,Naive,D3,Tuning,,270,11,65
1311,Naive,D3,Tuning,,270,12,31
1312,Naive,D3,Tuning,,270,13,29
1313,Naive,D3,Tuning,,270,14,48
1314,Naive,D3,Tuning,,270,15,31
1315,Naive,D3,Tuning,,270,16,48
1316,Naive,D3,Tuning,,270,17,47
1317,Naive,D3,Tuning,,270,18,46
1318,Naive,D3,Tuning,,270,19,45
1319,Naive,D3,Tuning,,270,20,42
1320,Naive,D3,Tuning,,270,21,45
