,Animal,Day,Experimental condition,Stimulus class,Stimulus orientation,Frame,Width
1321,Naive,D3,Tuning,,270,22,46
1322,Naive,D3,Tuning,,270,23,33
1323,Naive,D3,Tuning,,270,24,21
1324,Naive,D3,Tuning,,270,25,59
1325,Naive,D3,Tuning,,270,26,27
1326,Naive,D3,Tuning,,270,27,37
1327,Naive,D3,Tuning,,270,28,20
1328,Naive,D3,Tuning,,270,29,27
1329,Naive,D3,Tuning,,270,30,22
1330,Naive,D3,Tuning,,300,0,26
1331,Naive,D3,Tuning,,300,1,36
1332,Naive,D3,Tuning,,300,2,26
1333,Naive,D3,Tuning,,300,3,34
1334,Naive,D3,Tuning,,300,4,34
1335,Naive,D3,Tuning,,300,5,38
1336,Naive,D3,Tuning,,300,6,33
1337,Naive,D3,Tuning,,300,7,35
1338,Naive,D3,Tuning,,300,8,31
1339,Naive,D3,Tuning,,300,9,39
1340,Naive,D3,Tuning,,300,10,38
1341,Naive,D3,Tuning,,300,11,41
1342,Naive,D3,Tuning,,300,12,43
1343,Naive,D3,Tuning,,300,13,38
1344,Naive,D3,Tuning,,300,14,37
1345,Naive,D3,Tuning,,300,15,29
1346,Naive,D3,Tuning,,300,16,34
1347,Naive,D3,Tuning,,300,17,35
1348,Naive,D3,Tuning,,300,18,36
1349,Naive,D3,Tuning,,300,19,42
1350,Naive,D3,Tuning,,300,20,37
1351,Naive,D3,Tuning,,300,21,36
1352,Naive,D3,Tuning,,300,22,32
1353,Naive,D3,Tuning,,300,23,41
1354,Naive,D3,Tuning,,300,24,32
1355,Naive,D3,Tuning,,300,25,33
1356,Naive,D3,Tuning,,300,26,30
1357,Naive,D3,Tuning,,300,27,26
1358,Naive,D3,Tuning,,300,28,24
1359,Naive,D3,Tuning,,300,29,28
1360,Naive,D3,Tuning,,300,30,13
1361,Naive,D3,Tuning,,330,0,37
1362,Naive,D3,Tuning,,330,1,35
1363,Naive,D3,Tuning,,330,2,54
1364,Naive,D3,Tuning,,330,3,71
1365,Naive,D3,Tuning,,330,4,62
1366,Naive,D3,Tuning,,330,5,82
1367,Naive,D3,Tuning,,330,6,66
1368,Naive,D3,Tuning,,330,7,31
1369,Naive,D3,Tuning,,330,8,69
1370,Naive,D3,Tuning,,330,9,69
1371,Naive,D3,Tuning,,330,10,34
1372,Naive,D3,Tuning,,330,11,49
1373,Naive,D3,Tuning,,330,12,50
1374,Naive,D3,Tuning,,330,13,20
1375,Naive,D3,Tuning,,330,14,70
1376,Naive,D3,Tuning,,330,15,40
1377,Naive,D3,Tuning,,330,16,54
1378,Naive,D3,Tuning,,330,17,66
1379,Naive,D3,Tuning,,330,18,41
1380,Naive,D3,Tuning,,330,19,61
1381,Naive,D3,Tuning,,330,20,59
1382,Naive,D3,Tuning,,330,21,56
1383,Naive,D3,Tuning,,330,22,57
1384,Naive,D3,Tuning,,330,23,64
1385,Naive,D3,Tuning,,330,24,33
1386,Naive,D3,Tuning,,330,25,17
1387,Naive,D3,Tuning,,330,26,38
1388,Naive,D3,Tuning,,330,27,20
1389,Naive,D3,Tuning,,330,28,29
1390,Naive,D3,Tuning,,330,29,27
1391,Naive,D3,Tuning,,330,30,19
1392,Naive,D4,Tuning,,0,0,20
1393,Naive,D4,Tuning,,0,1,25
1394,Naive,D4,Tuning,,0,2,22
1395,Naive,D4,Tuning,,0,3,24
1396,Naive,D4,Tuning,,0,4,33
1397,Naive,D4,Tuning,,0,5,27
1398,Naive,D4,Tuning,,0,6,32
1399,Naive,D4,Tuning,,0,7,37
1400,Naive,D4,Tuning,,0,8,61
1401,Naive,D4,Tuning,,0,9,31
1402,Naive,D4,Tuning,,0,10,28
1403,Naive,D4,Tuning,,0,11,25
1404,Naive,D4,Tuning,,0,12,56
1405,Naive,D4,Tuning,,0,13,30
1406,Naive,D4,Tuning,,0,14,39
1407,Naive,D4,Tuning,,0,15,37
1408,Naive,D4,Tuning,,0,16,37
1409,Naive,D4,Tuning,,0,17,43
1410,Naive,D4,Tuning,,0,18,24
1411,Naive,D4,Tuning,,0,19,29
1412,Naive,D4,Tuning,,0,20,41
1413,Naive,D4,Tuning,,0,21,21
1414,Naive,D4,Tuning,,0,22,35
1415,Naive,D4,Tuning,,0,23,43
1416,Naive,D4,Tuning,,0,24,23
1417,Naive,D4,Tuning,,0,25,24
1418,Naive,D4,Tuning,,0,26,26
1419,Naive,D4,Tuning,,0,27,20
1420,Naive,D4,Tuning,,0,28,27
1421,Naive,D4,Tuning,,0,29,15
1422,Naive,D4,Tuning,,0,30,16
1423,Naive,D4,Tuning,,30,0,36
1424,Naive,D4,Tuning,,30,1,36
1425,Naive,D4,Tuning,,30,4,44
1426,Naive,D4,Tuning,,30,5,44
1427,Naive,D4,Tuning,,30,6,59
1428,Naive,D4,Tuning,,30,8,52
1429,Naive,D4,Tuning,,30,10,56
1430,Naive,D4,Tuning,,30,11,58
1431,Naive,D4,Tuning,,30,14,50
1432,Naive,D4,Tuning,,30,15,58
1433,Naive,D4,Tuning,,30,16,58
1434,Naive,D4,Tuning,,30,17,48
1435,Naive,D4,Tuning,,30,18,48
1436,Naive,D4,Tuning,,30,19,53
1437,Naive,D4,Tuning,,30,20,62
1438,Naive,D4,Tuning,,30,21,33
1439,Naive,D4,Tuning,,30,22,56
1440,Naive,D4,Tuning,,30,23,57
1441,Naive,D4,Tuning,,30,24,33
1442,Naive,D4,Tuning,,30,25,25
1443,Naive,D4,Tuning,,30,28,13
1444,Naive,D4,Tuning,,30,29,17
1445,Naive,D4,Tuning,,30,30,23
1446,Naive,D4,Tuning,,60,0,21
1447,Naive,D4,Tuning,,60,1,48
1448,Naive,D4,Tuning,,60,2,40
1449,Naive,D4,Tuning,,60,3,33
1450,Naive,D4,Tuning,,60,4,49
1451,Naive,D4,Tuning,,60,5,57
1452,Naive,D4,Tuning,,60,6,53
1453,Naive,D4,Tuning,,60,7,49
1454,Naive,D4,Tuning,,60,8,37
1455,Naive,D4,Tuning,,60,9,44
1456,Naive,D4,Tuning,,60,10,40
1457,Naive,D4,Tuning,,60,11,31
1458,Naive,D4,Tuning,,60,12,44
1459,Naive,D4,Tuning,,60,13,53
1460,Naive,D4,Tuning,,60,14,56
1461,Naive,D4,Tuning,,60,15,56
1462,Naive,D4,Tuning,,60,16,40
1463,Naive,D4,Tuning,,60,17,37
1464,Naive,D4,Tuning,,60,18,32
1465,Naive,D4,Tuning,,60,19,28
1466,Naive,D4,Tuning,,60,20,39
1467,Naive,D4,Tuning,,60,21,30
1468,Naive,D4,Tuning,,60,22,45
1469,Naive,D4,Tuning,,60,23,41
1470,Naive,D4,Tuning,,60,24,60
1471,Naive,D4,Tuning,,60,25,20
1472,Naive,D4,Tuning,,60,26,15
1473,Naive,D4,Tuning,,90,0,26
1474,Naive,D4,Tuning,,90,1,47
1475,Naive,D4,Tuning,,90,2,45
1476,Naive,D4,Tuning,,90,3,48
1477,Naive,D4,Tuning,,90,4,31
1478,Naive,D4,Tuning,,90,5,38
1479,Naive,D4,Tuning,,90,6,36
1480,Naive,D4,Tuning,,90,7,47
1481,Naive,D4,Tuning,,90,8,49
1482,Naive,D4,Tuning,,90,9,50
1483,Naive,D4,Tuning,,90,10,46
1484,Naive,D4,Tuning,,90,11,51
1485,Naive,D4,Tuning,,90,12,46
1486,Naive,D4,Tuning,,90,13,29
1487,Naive,D4,Tuning,,90,14,46
1488,Naive,D4,Tuning,,90,15,47
1489,Naive,D4,Tuning,,90,16,43
1490,Naive,D4,Tuning,,90,17,54
1491,Naive,D4,Tuning,,90,18,43
1492,Naive,D4,Tuning,,90,19,38
1493,Naive,D4,Tuning,,90,20,43
1494,Naive,D4,Tuning,,90,21,33
1495,Naive,D4,Tuning,,90,22,43
1496,Naive,D4,Tuning,,90,23,39
1497,Naive,D4,Tuning,,90,24,51
1498,Naive,D4,Tuning,,90,28,34
1499,Naive,D4,Tuning,,120,0,26
1500,Naive,D4,Tuning,,120,1,53
1501,Naive,D4,Tuning,,120,2,40
1502,Naive,D4,Tuning,,120,3,39
1503,Naive,D4,Tuning,,120,4,35
1504,Naive,D4,Tuning,,120,5,48
1505,Naive,D4,Tuning,,120,6,40
1506,Naive,D4,Tuning,,120,7,30
1507,Naive,D4,Tuning,,120,8,28
1508,Naive,D4,Tuning,,120,9,34
1509,Naive,D4,Tuning,,120,10,30
1510,Naive,D4,Tuning,,120,11,41
1511,Naive,D4,Tuning,,120,12,40
1512,Naive,D4,Tuning,,120,13,31
1513,Naive,D4,Tuning,,120,14,43
1514,Naive,D4,Tuning,,120,15,35
1515,Naive,D4,Tuning,,120,16,26
1516,Naive,D4,Tuning,,120,17,33
1517,Naive,D4,Tuning,,120,18,41
1518,Naive,D4,Tuning,,120,19,29
1519,Naive,D4,Tuning,,120,20,35
1520,Naive,D4,Tuning,,120,21,49
1521,Naive,D4,Tuning,,120,22,29
1522,Naive,D4,Tuning,,120,23,32
1523,Naive,D4,Tuning,,120,24,33
1524,Naive,D4,Tuning,,120,25,23
1525,Naive,D4,Tuning,,120,27,25
1526,Naive,D4,Tuning,,150,0,18
1527,Naive,D4,Tuning,,150,1,52
1528,Naive,D4,Tuning,,150,2,57
1529,Naive,D4,Tuning,,150,3,43
1530,Naive,D4,Tuning,,150,4,48
1531,Naive,D4,Tuning,,150,5,64
1532,Naive,D4,Tuning,,150,6,59
1533,Naive,D4,Tuning,,150,7,61
1534,Naive,D4,Tuning,,150,8,64
1535,Naive,D4,Tuning,,150,9,66
1536,Naive,D4,Tuning,,150,10,70
1537,Naive,D4,Tuning,,150,11,58
1538,Naive,D4,Tuning,,150,12,49
1539,Naive,D4,Tuning,,150,13,69
1540,Naive,D4,Tuning,,150,14,69
1541,Naive,D4,Tuning,,150,15,56
1542,Naive,D4,Tuning,,150,16,56
1543,Naive,D4,Tuning,,150,17,67
1544,Naive,D4,Tuning,,150,18,46
1545,Naive,D4,Tuning,,150,19,59
1546,Naive,D4,Tuning,,150,20,65
1547,Naive,D4,Tuning,,150,21,66
1548,Naive,D4,Tuning,,150,22,42
1549,Naive,D4,Tuning,,150,23,38
1550,Naive,D4,Tuning,,150,25,29
1551,Naive,D4,Tuning,,150,28,26
1552,Naive,D4,Tuning,,150,29,53
1553,Naive,D4,Tuning,,150,30,18
1554,Naive,D4,Tuning,,180,1,25
1555,Naive,D4,Tuning,,180,2,32
1556,Naive,D4,Tuning,,180,4,38
1557,Naive,D4,Tuning,,180,5,46
1558,Naive,D4,Tuning,,180,6,38
1559,Naive,D4,Tuning,,180,7,39
1560,Naive,D4,Tuning,,180,8,50
1561,Naive,D4,Tuning,,180,9,42
1562,Naive,D4,Tuning,,180,10,58
1563,Naive,D4,Tuning,,180,11,47
1564,Naive,D4,Tuning,,180,12,38
1565,Naive,D4,Tuning,,180,13,27
1566,Naive,D4,Tuning,,180,14,40
1567,Naive,D4,Tuning,,180,16,56
1568,Naive,D4,Tuning,,180,18,34
1569,Naive,D4,Tuning,,180,19,33
1570,Naive,D4,Tuning,,180,20,30
1571,Naive,D4,Tuning,,180,22,40
1572,Naive,D4,Tuning,,180,23,41
1573,Naive,D4,Tuning,,180,24,37
1574,Naive,D4,Tuning,,180,25,36
1575,Naive,D4,Tuning,,180,29,15
1576,Naive,D4,Tuning,,180,30,13
1577,Naive,D4,Tuning,,210,1,22
1578,Naive,D4,Tuning,,210,5,62
1579,Naive,D4,Tuning,,210,6,46
1580,Naive,D4,Tuning,,210,7,58
1581,Naive,D4,Tuning,,210,8,54
1582,Naive,D4,Tuning,,210,9,41
1583,Naive,D4,Tuning,,210,10,35
1584,Naive,D4,Tuning,,210,11,41
1585,Naive,D4,Tuning,,210,12,47
1586,Naive,D4,Tuning,,210,13,60
1587,Naive,D4,Tuning,,210,14,49
1588,Naive,D4,Tuning,,210,15,64
1589,Naive,D4,Tuning,,210,16,60
1590,Naive,D4,Tuning,,210,17,60
1591,Naive,D4,Tuning,,210,18,44
1592,Naive,D4,Tuning,,210,19,45
1593,Naive,D4,Tuning,,210,20,35
1594,Naive,D4,Tuning,,210,21,45
1595,Naive,D4,Tuning,,210,23,54
1596,Naive,D4,Tuning,,210,24,62
1597,Naive,D4,Tuning,,210,25,61
1598,Naive,D4,Tuning,,210,26,54
1599,Naive,D4,Tuning,,210,27,33
1600,Naive,D4,Tuning,,210,28,94
1601,Naive,D4,Tuning,,210,29,45
1602,Naive,D4,Tuning,,210,30,25
1603,Naive,D4,Tuning,,240,0,38
1604,Naive,D4,Tuning,,240,1,45
1605,Naive,D4,Tuning,,240,2,51
1606,Naive,D4,Tuning,,240,3,51
1607,Naive,D4,Tuning,,240,4,40
1608,Naive,D4,Tuning,,240,5,45
1609,Naive,D4,Tuning,,240,6,65
1610,Naive,D4,Tuning,,240,7,45
1611,Naive,D4,Tuning,,240,8,55
1612,Naive,D4,Tuning,,240,9,54
1613,Naive,D4,Tuning,,240,10,64
1614,Naive,D4,Tuning,,240,11,59
1615,Naive,D4,Tuning,,240,12,67
1616,Naive,D4,Tuning,,240,13,43
1617,Naive,D4,Tuning,,240,14,56
1618,Naive,D4,Tuning,,240,15,35
1619,Naive,D4,Tuning,,240,16,39
1620,Naive,D4,Tuning,,240,17,38
1621,Naive,D4,Tuning,,240,18,33
1622,Naive,D4,Tuning,,240,19,47
1623,Naive,D4,Tuning,,240,20,79
1624,Naive,D4,Tuning,,240,21,55
1625,Naive,D4,Tuning,,240,22,57
1626,Naive,D4,Tuning,,240,23,32
1627,Naive,D4,Tuning,,240,24,21
1628,Naive,D4,Tuning,,240,25,33
1629,Naive,D4,Tuning,,240,26,24
1630,Naive,D4,Tuning,,240,27,16
1631,Naive,D4,Tuning,,240,29,13
1632,Naive,D4,Tuning,,240,30,28
1633,Naive,D4,Tuning,,270,0,32
1634,Naive,D4,Tuning,,270,1,30
1635,Naive,D4,Tuning,,270,2,40
1636,Naive,D4,Tuning,,270,3,41
1637,Naive,D4,Tuning,,270,4,51
1638,Naive,D4,Tuning,,270,5,37
1639,Naive,D4,Tuning,,270,6,39
1640,Naive,D4,Tuning,,270,7,38
1641,Naive,D4,Tuning,,270,8,34
1642,Naive,D4,Tuning,,270,9,33
1643,Naive,D4,Tuning,,270,10,34
1644,Naive,D4,Tuning,,270,11,51
1645,Naive,D4,Tuning,,270,12,39
1646,Naive,D4,Tuning,,270,13,42
1647,Naive,D4,Tuning,,270,14,39
1648,Naive,D4,Tuning,,270,15,41
1649,Naive,D4,Tuning,,270,16,46
1650,Naive,D4,Tuning,,270,17,43
1651,Naive,D4,Tuning,,270,18,44
1652,Naive,D4,Tuning,,270,19,45
1653,Naive,D4,Tuning,,270,20,42
1654,Naive,D4,Tuning,,270,21,41
1655,Naive,D4,Tuning,,270,22,46
1656,Naive,D4,Tuning,,270,23,27
1657,Naive,D4,Tuning,,270,24,60
1658,Naive,D4,Tuning,,270,25,28
1659,Naive,D4,Tuning,,270,26,24
1660,Naive,D4,Tuning,,270,27,20
1661,Naive,D4,Tuning,,300,0,23
1662,Naive,D4,Tuning,,300,1,25
1663,Naive,D4,Tuning,,300,2,49
1664,Naive,D4,Tuning,,300,3,36
1665,Naive,D4,Tuning,,300,4,49
1666,Naive,D4,Tuning,,300,5,47
1667,Naive,D4,Tuning,,300,6,50
1668,Naive,D4,Tuning,,300,7,49
1669,Naive,D4,Tuning,,300,8,41
1670,Naive,D4,Tuning,,300,9,51
1671,Naive,D4,Tuning,,300,10,61
1672,Naive,D4,Tuning,,300,11,30
1673,Naive,D4,Tuning,,300,12,55
1674,Naive,D4,Tuning,,300,13,32
1675,Naive,D4,Tuning,,300,15,46
1676,Naive,D4,Tuning,,300,16,54
1677,Naive,D4,Tuning,,300,17,43
1678,Naive,D4,Tuning,,300,18,55
1679,Naive,D4,Tuning,,300,19,32
1680,Naive,D4,Tuning,,300,20,54
1681,Naive,D4,Tuning,,300,21,27
1682,Naive,D4,Tuning,,300,22,59
1683,Naive,D4,Tuning,,300,23,48
1684,Naive,D4,Tuning,,300,24,66
1685,Naive,D4,Tuning,,300,25,36
1686,Naive,D4,Tuning,,300,26,24
1687,Naive,D4,Tuning,,300,28,22
1688,Naive,D4,Tuning,,300,29,32
1689,Naive,D4,Tuning,,330,0,21
1690,Naive,D4,Tuning,,330,1,39
1691,Naive,D4,Tuning,,330,2,30
1692,Naive,D4,Tuning,,330,3,70
1693,Naive,D4,Tuning,,330,4,61
1694,Naive,D4,Tuning,,330,5,56
1695,Naive,D4,Tuning,,330,6,69
1696,Naive,D4,Tuning,,330,7,62
1697,Naive,D4,Tuning,,330,8,67
1698,Naive,D4,Tuning,,330,9,48
1699,Naive,D4,Tuning,,330,10,45
1700,Naive,D4,Tuning,,330,11,36
1701,Naive,D4,Tuning,,330,12,60
1702,Naive,D4,Tuning,,330,13,58
1703,Naive,D4,Tuning,,330,14,55
1704,Naive,D4,Tuning,,330,15,63
1705,Naive,D4,Tuning,,330,16,55
1706,Naive,D4,Tuning,,330,17,64
1707,Naive,D4,Tuning,,330,18,56
1708,Naive,D4,Tuning,,330,19,50
1709,Naive,D4,Tuning,,330,20,47
1710,Naive,D4,Tuning,,330,21,58
1711,Naive,D4,Tuning,,330,22,57
1712,Naive,D4,Tuning,,330,23,48
1713,Naive,D4,Tuning,,330,24,39
1714,Naive,D4,Tuning,,330,26,15
1715,Naive,D5,Tuning,,0,0,40
1716,Naive,D5,Tuning,,0,1,35
1717,Naive,D5,Tuning,,0,2,36
1718,Naive,D5,Tuning,,0,3,35
1719,Naive,D5,Tuning,,0,4,38
1720,Naive,D5,Tuning,,0,5,27
1721,Naive,D5,Tuning,,0,6,47
1722,Naive,D5,Tuning,,0,7,55
1723,Naive,D5,Tuning,,0,8,42
1724,Naive,D5,Tuning,,0,9,51
1725,Naive,D5,Tuning,,0,10,35
1726,Naive,D5,Tuning,,0,11,47
1727,Naive,D5,Tuning,,0,12,49
1728,Naive,D5,Tuning,,0,13,45
1729,Naive,D5,Tuning,,0,14,39
1730,Naive,D5,Tuning,,0,15,50
1731,Naive,D5,Tuning,,0,16,43
1732,Naive,D5,Tuning,,0,17,49
1733,Naive,D5,Tuning,,0,18,49
1734,Naive,D5,Tuning,,0,19,34
1735,Naive,D5,Tuning,,0,20,46
1736,Naive,D5,Tuning,,0,21,33
1737,Naive,D5,Tuning,,0,22,55
1738,Naive,D5,Tuning,,0,23,49
1739,Naive,D5,Tuning,,0,24,51
1740,Naive,D5,Tuning,,0,25,34
1741,Naive,D5,Tuning,,0,26,19
1742,Naive,D5,Tuning,,0,27,20
1743,Naive,D5,Tuning,,0,28,28
1744,Naive,D5,Tuning,,0,29,19
1745,Naive,D5,Tuning,,0,30,22
1746,Naive,D5,Tuning,,30,0,35
1747,Naive,D5,Tuning,,30,1,42
1748,Naive,D5,Tuning,,30,2,50
1749,Naive,D5,Tuning,,30,3,47
1750,Naive,D5,Tuning,,30,4,56
1751,Naive,D5,Tuning,,30,5,39
1752,Naive,D5,Tuning,,30,6,56
1753,Naive,D5,Tuning,,30,7,55
1754,Naive,D5,Tuning,,30,8,49
1755,Naive,D5,Tuning,,30,9,61
1756,Naive,D5,Tuning,,30,10,55
1757,Naive,D5,Tuning,,30,11,63
1758,Naive,D5,Tuning,,30,12,46
1759,Naive,D5,Tuning,,30,15,46
1760,Naive,D5,Tuning,,30,16,50
1761,Naive,D5,Tuning,,30,17,48
1762,Naive,D5,Tuning,,30,18,50
1763,Naive,D5,Tuning,,30,19,64
1764,Naive,D5,Tuning,,30,20,61
1765,Naive,D5,Tuning,,30,21,48
1766,Naive,D5,Tuning,,30,23,55
1767,Naive,D5,Tuning,,30,24,58
1768,Naive,D5,Tuning,,30,25,56
1769,Naive,D5,Tuning,,30,28,19
1770,Naive,D5,Tuning,,60,0,52
1771,Naive,D5,Tuning,,60,1,35
1772,Naive,D5,Tuning,,60,2,51
1773,Naive,D5,Tuning,,60,3,47
1774,Naive,D5,Tuning,,60,4,56
1775,Naive,D5,Tuning,,60,5,54
1776,Naive,D5,Tuning,,60,6,59
1777,Naive,D5,Tuning,,60,7,51
1778,Naive,D5,Tuning,,60,8,42
1779,Naive,D5,Tuning,,60,9,46
1780,Naive,D5,Tuning,,60,10,59
1781,Naive,D5,Tuning,,60,11,51
1782,Naive,D5,Tuning,,60,12,50
1783,Naive,D5,Tuning,,60,13,49
1784,Naive,D5,Tuning,,60,14,57
1785,Naive,D5,Tuning,,60,15,49
1786,Naive,D5,Tuning,,60,16,53
1787,Naive,D5,Tuning,,60,17,41
1788,Naive,D5,Tuning,,60,18,44
1789,Naive,D5,Tuning,,60,19,39
1790,Naive,D5,Tuning,,60,20,42
1791,Naive,D5,Tuning,,60,21,46
1792,Naive,D5,Tuning,,60,22,61
1793,Naive,D5,Tuning,,60,23,57
1794,Naive,D5,Tuning,,60,24,35
1795,Naive,D5,Tuning,,60,25,25
1796,Naive,D5,Tuning,,60,27,18
1797,Naive,D5,Tuning,,90,0,38
1798,Naive,D5,Tuning,,90,1,37
1799,Naive,D5,Tuning,,90,2,50
1800,Naive,D5,Tuning,,90,3,45
1801,Naive,D5,Tuning,,90,4,42
1802,Naive,D5,Tuning,,90,5,40
1803,Naive,D5,Tuning,,90,6,40
1804,Naive,D5,Tuning,,90,7,43
1805,Naive,D5,Tuning,,90,8,45
1806,Naive,D5,Tuning,,90,9,45
1807,Naive,D5,Tuning,,90,10,40
1808,Naive,D5,Tuning,,90,11,36
1809,Naive,D5,Tuning,,90,12,44
1810,Naive,D5,Tuning,,90,13,40
1811,Naive,D5,Tuning,,90,14,44
1812,Naive,D5,Tuning,,90,15,41
1813,Naive,D5,Tuning,,90,16,50
1814,Naive,D5,Tuning,,90,17,31
1815,Naive,D5,Tuning,,90,18,38
1816,Naive,D5,Tuning,,90,19,35
1817,Naive,D5,Tuning,,90,20,35
1818,Naive,D5,Tuning,,90,21,34
1819,Naive,D5,Tuning,,90,22,40
1820,Naive,D5,Tuning,,90,23,44
1821,Naive,D5,Tuning,,90,24,46
1822,Naive,D5,Tuning,,90,25,47
1823,Naive,D5,Tuning,,90,28,65
1824,Naive,D5,Tuning,,90,29,39
1825,Naive,D5,Tuning,,120,0,18
1826,Naive,D5,Tuning,,120,1,45
1827,Naive,D5,Tuning,,120,2,49
1828,Naive,D5,Tuning,,120,3,41
1829,Naive,D5,Tuning,,120,4,48
1830,Naive,D5,Tuning,,120,5,49
1831,Naive,D5,Tuning,,120,6,47
1832,Naive,D5,Tuning,,120,7,47
1833,Naive,D5,Tuning,,120,8,54
1834,Naive,D5,Tuning,,120,9,29
1835,Naive,D5,Tuning,,120,10,41
1836,Naive,D5,Tuning,,120,11,44
1837,Naive,D5,Tuning,,120,12,63
1838,Naive,D5,Tuning,,120,13,53
1839,Naive,D5,Tuning,,120,14,37
1840,Naive,D5,Tuning,,120,15,58
1841,Naive,D5,Tuning,,120,16,46
1842,Naive,D5,Tuning,,120,17,38
1843,Naive,D5,Tuning,,120,18,43
1844,Naive,D5,Tuning,,120,19,54
1845,Naive,D5,Tuning,,120,20,37
1846,Naive,D5,Tuning,,120,21,48
1847,Naive,D5,Tuning,,120,22,53
1848,Naive,D5,Tuning,,120,23,31
1849,Naive,D5,Tuning,,120,24,51
1850,Naive,D5,Tuning,,120,25,39
1851,Naive,D5,Tuning,,120,26,35
1852,Naive,D5,Tuning,,150,0,33
1853,Naive,D5,Tuning,,150,1,30
1854,Naive,D5,Tuning,,150,2,36
1855,Naive,D5,Tuning,,150,3,40
1856,Naive,D5,Tuning,,150,4,48
1857,Naive,D5,Tuning,,150,5,72
1858,Naive,D5,Tuning,,150,6,73
1859,Naive,D5,Tuning,,150,7,73
1860,Naive,D5,Tuning,,150,8,46
1861,Naive,D5,Tuning,,150,9,62
1862,Naive,D5,Tuning,,150,10,57
1863,Naive,D5,Tuning,,150,11,57
1864,Naive,D5,Tuning,,150,14,69
1865,Naive,D5,Tuning,,150,15,58
1866,Naive,D5,Tuning,,150,16,40
1867,Naive,D5,Tuning,,150,17,72
1868,Naive,D5,Tuning,,150,18,38
1869,Naive,D5,Tuning,,150,19,57
1870,Naive,D5,Tuning,,150,21,68
1871,Naive,D5,Tuning,,150,22,68
1872,Naive,D5,Tuning,,150,23,52
1873,Naive,D5,Tuning,,150,24,73
1874,Naive,D5,Tuning,,150,25,32
1875,Naive,D5,Tuning,,150,26,73
1876,Naive,D5,Tuning,,150,27,65
1877,Naive,D5,Tuning,,180,0,40
1878,Naive,D5,Tuning,,180,2,39
1879,Naive,D5,Tuning,,180,5,49
1880,Naive,D5,Tuning,,180,6,39
1881,Naive,D5,Tuning,,180,7,33
1882,Naive,D5,Tuning,,180,8,34
1883,Naive,D5,Tuning,,180,9,41
1884,Naive,D5,Tuning,,180,10,52
1885,Naive,D5,Tuning,,180,11,49
1886,Naive,D5,Tuning,,180,12,46
1887,Naive,D5,Tuning,,180,13,47
1888,Naive,D5,Tuning,,180,14,46
1889,Naive,D5,Tuning,,180,15,47
1890,Naive,D5,Tuning,,180,16,50
1891,Naive,D5,Tuning,,180,17,44
1892,Naive,D5,Tuning,,180,18,45
1893,Naive,D5,Tuning,,180,19,42
1894,Naive,D5,Tuning,,180,21,52
1895,Naive,D5,Tuning,,180,22,49
1896,Naive,D5,Tuning,,180,23,48
1897,Naive,D5,Tuning,,180,24,42
1898,Naive,D5,Tuning,,180,25,61
1899,Naive,D5,Tuning,,180,27,36
1900,Naive,D5,Tuning,,210,4,40
1901,Naive,D5,Tuning,,210,5,49
1902,Naive,D5,Tuning,,210,6,34
1903,Naive,D5,Tuning,,210,7,48
1904,Naive,D5,Tuning,,210,8,57
1905,Naive,D5,Tuning,,210,9,45
1906,Naive,D5,Tuning,,210,10,50
1907,Naive,D5,Tuning,,210,11,30
1908,Naive,D5,Tuning,,210,12,50
1909,Naive,D5,Tuning,,210,13,58
1910,Naive,D5,Tuning,,210,14,34
1911,Naive,D5,Tuning,,210,15,48
1912,Naive,D5,Tuning,,210,16,43
1913,Naive,D5,Tuning,,210,17,48
1914,Naive,D5,Tuning,,210,18,50
1915,Naive,D5,Tuning,,210,19,52
1916,Naive,D5,Tuning,,210,20,54
1917,Naive,D5,Tuning,,210,21,60
1918,Naive,D5,Tuning,,210,22,53
1919,Naive,D5,Tuning,,210,23,50
1920,Naive,D5,Tuning,,210,24,63
1921,Naive,D5,Tuning,,210,25,66
1922,Naive,D5,Tuning,,210,26,45
1923,Naive,D5,Tuning,,210,28,19
1924,Naive,D5,Tuning,,240,0,34
1925,Naive,D5,Tuning,,240,1,23
1926,Naive,D5,Tuning,,240,2,35
1927,Naive,D5,Tuning,,240,3,39
1928,Naive,D5,Tuning,,240,4,47
1929,Naive,D5,Tuning,,240,5,48
1930,Naive,D5,Tuning,,240,6,40
1931,Naive,D5,Tuning,,240,7,41
1932,Naive,D5,Tuning,,240,8,52
1933,Naive,D5,Tuning,,240,9,33
1934,Naive,D5,Tuning,,240,10,32
1935,Naive,D5,Tuning,,240,11,35
1936,Naive,D5,Tuning,,240,12,47
1937,Naive,D5,Tuning,,240,13,50
1938,Naive,D5,Tuning,,240,14,33
1939,Naive,D5,Tuning,,240,15,59
1940,Naive,D5,Tuning,,240,16,37
1941,Naive,D5,Tuning,,240,17,41
1942,Naive,D5,Tuning,,240,18,49
1943,Naive,D5,Tuning,,240,19,36
1944,Naive,D5,Tuning,,240,20,52
1945,Naive,D5,Tuning,,240,21,46
1946,Naive,D5,Tuning,,240,22,43
1947,Naive,D5,Tuning,,240,23,43
1948,Naive,D5,Tuning,,240,24,37
1949,Naive,D5,Tuning,,240,25,19
1950,Naive,D5,Tuning,,240,26,23
1951,Naive,D5,Tuning,,240,27,18
1952,Naive,D5,Tuning,,240,28,17
1953,Naive,D5,Tuning,,240,30,19
1954,Naive,D5,Tuning,,270,0,17
